DATAVERIFICACAO;RLD_ID;SERVIÇO;IDFISCAL;FISCAL;IDMOTORISTA;MOTORISTA;COD_PROPR;NOMEFANTASIA;NR_CGC_INDICE;CODITEM;DT_HORA_VERIF;DESC_ITEM;NR_SERIE;NR_INMETRO;ESPECIE;INDICEDOC;RESULTADO;ENDERECO_COMPLETO;REGIONAL
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 10:42;Bomba medidora p/comb.vazão > 20 até 100 L/min.;609971;12811705;BOMBAS MEDIDORAS;2375671;Aprovado; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 10:44;Bomba medidora p/comb.vazão > 20 até 100 L/min.;609971;12811706;BOMBAS MEDIDORAS;2375671;Aprovado; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 11:00;Bomba medidora p/comb.vazão > 20 até 100 L/min.;609974;12812091;BOMBAS MEDIDORAS;2375671;Aprovado; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 11:03;Bomba medidora p/comb.vazão > 20 até 100 L/min.;609974;12812093;BOMBAS MEDIDORAS;2375671;Aprovado; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 11:06;Bomba medidora p/comb.vazão > 20 até 100 L/min.;609974;12812092;BOMBAS MEDIDORAS;2375671;Aprovado; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 11:11;Bomba medidora p/comb.vazão > 20 até 100 L/min.;609974;12812094;BOMBAS MEDIDORAS;2375671;Aprovado; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/04/2018;1845610;Periódica;491;JOSE LUIZ FERREIRA PINTO;1526;VICENTE PAULO DAS NEVES;262626;AUTO POSTO BRASIL DE CACAPAVA;2375671;372;02/04/2018 11:15;Bomba medidora p/comb.vazão > 20 até 100 L/min.;3921;123;BOMBAS MEDIDORAS;2375671;Excluído; DOUTOR JOSÉ DE MOURA RESENDE, 4 - VERA CRUZ - CAÇAPAVA - CEP: 12287650;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 13:53;Bomba medidora p/comb.vazão > 20 até 100 L/min.;CF 1065;5613971;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 13:58;Bomba medidora p/comb.vazão > 20 até 100 L/min.;CF 1065;5553933;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 14:10;Bomba medidora p/comb.vazão > 20 até 100 L/min.;BB 902;5613976;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 14:16;Bomba medidora p/comb.vazão > 20 até 100 L/min.;BB 902;5613975;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 14:25;Bomba medidora p/comb.vazão > 20 até 100 L/min.;EI 2356;5553934;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 14:32;Bomba medidora p/comb.vazão > 20 até 100 L/min.;EI 2356;5613974;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 14:41;Bomba medidora p/comb.vazão > 20 até 100 L/min.;EI 2351;5613973;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/05/2018;1849975;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;1005706;DIFLEX;11640621;372;02/05/2018 14:51;Bomba medidora p/comb.vazão > 20 até 100 L/min.;EI 2351;5613972;BOMBAS MEDIDORAS;11640621;Aprovado; AUGUSTO CESAR NETO, 19 - JARDIM ITAPOÃ - SÃO JOSÉ DOS CAMPOS - CEP: 12247300;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 09:47;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556797;12842124;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 09:58;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556799;11980236;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:05;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556799;11980235;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:15;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556801;10829024;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:22;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556801;11980233;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:31;Bomba medidora p/comb.vazão > 20 até 100 L/min.;560356;10879061;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:36;Bomba medidora p/comb.vazão > 20 até 100 L/min.;560356;10879060;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:43;Bomba medidora p/comb.vazão > 20 até 100 L/min.;561975;11422428;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:49;Bomba medidora p/comb.vazão > 20 até 100 L/min.;561975;11422427;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 10:56;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556796;10826712;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:02;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556796;11980232;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:08;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556795;10828715;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:12;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556795;10828714;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:22;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556797;11980234;BOMBAS MEDIDORAS;46680617;Aprovado; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:30;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556800;12842123;BOMBAS MEDIDORAS;46680617;Sem Verif.; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:31;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556800;11980237;BOMBAS MEDIDORAS;46680617;Sem Verif.; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:33;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556798;11980238;BOMBAS MEDIDORAS;46680617;Sem Verif.; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;267760;POSTO ROSA DE OURO;46680617;372;02/08/2018 11:34;Bomba medidora p/comb.vazão > 20 até 100 L/min.;556798;11980239;BOMBAS MEDIDORAS;46680617;Sem Verif.; PRESIDENTE DUTRA, 0 - SANTA RITA - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 13:51;Bomba medidora p/comb.vazão > 20 até 100 L/min.;fd7842;649383;BOMBAS MEDIDORAS;5802054;Interditado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:02;Bomba medidora p/comb.vazão > 20 até 100 L/min.;FD7842B;12842125;BOMBAS MEDIDORAS;5802054;Aprovado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:10;Bomba medidora p/comb.vazão > 20 até 100 L/min.;AK1114;1512326;BOMBAS MEDIDORAS;5802054;Aprovado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:14;Bomba medidora p/comb.vazão > 20 até 100 L/min.;AK1114;1512325;BOMBAS MEDIDORAS;5802054;Aprovado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:25;Bomba medidora p/comb.vazão > 20 até 100 L/min.;GF0992A;997946;BOMBAS MEDIDORAS;5802054;Aprovado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:32;Bomba medidora p/comb.vazão > 20 até 100 L/min.;GF0992B;997947;BOMBAS MEDIDORAS;5802054;Aprovado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:47;Bomba medidora p/comb.vazão > 20 até 100 L/min.;eb 4765B;1510588;BOMBAS MEDIDORAS;5802054;Interditado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/08/2018;1863681;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;129928;LOYOLLA PRADO SERVICOS ADMINISTRATIVOS LTDA;5802054;372;02/08/2018 14:58;Bomba medidora p/comb.vazão > 20 até 100 L/min.;EB 4765A;1510587;BOMBAS MEDIDORAS;5802054;Aprovado; ITAGUASSU, 3514 - SAO GERALDO - APARECIDA - CEP: 12576408;SÃO JOSÉ DOS CAMPOS
02/10/2018;1872704;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;137134;SETE ESTRELAS;45694437;372;02/10/2018 13:14;Bomba medidora p/comb.vazão > 20 até 100 L/min.;FF 0749;1114307;BOMBAS MEDIDORAS;45694437;Aprovado; PARAIBUNA, 1340 - JARDIM SÃO DIMAS - SÃO JOSÉ DOS CAMPOS - CEP: 12245020;SÃO JOSÉ DOS CAMPOS
02/10/2018;1872704;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;137134;SETE ESTRELAS;45694437;372;02/10/2018 13:22;Bomba medidora p/comb.vazão > 20 até 100 L/min.;FF 0749;1114308;BOMBAS MEDIDORAS;45694437;Aprovado; PARAIBUNA, 1340 - JARDIM SÃO DIMAS - SÃO JOSÉ DOS CAMPOS - CEP: 12245020;SÃO JOSÉ DOS CAMPOS
02/10/2018;1872704;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;137134;SETE ESTRELAS;45694437;372;02/10/2018 13:30;Bomba medidora p/comb.vazão > 20 até 100 L/min.;FF 0749 D;11143100;BOMBAS MEDIDORAS;45694437;Aprovado; PARAIBUNA, 1340 - JARDIM SÃO DIMAS - SÃO JOSÉ DOS CAMPOS - CEP: 12245020;SÃO JOSÉ DOS CAMPOS
02/10/2018;1872704;Periódica;262;PAULO SERGIO BISPO DE AZEVEDO;1697;PAULO ROBERTO DIAS RAMOS;137134;SETE ESTRELAS;45694437;372;02/10/2018 13:32;Bomba medidora p/comb.vazão > 20 até 100 L/min.;FF 0749;1114309;BOMBAS MEDIDORAS;45694437;Aprovado; PARAIBUNA, 1340 - JARDIM SÃO DIMAS - SÃO JOSÉ DOS CAMPOS - CEP: 12245020;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;373;03/04/2018 10:28;Bomba medidora p/comb.vazão > 100 até 500 L/min.;561175;11284694;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;373;03/04/2018 10:33;Bomba medidora p/comb.vazão > 100 até 500 L/min.;561174;11284695;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;373;03/04/2018 10:37;Bomba medidora p/comb.vazão > 100 até 500 L/min.;561174;11980229;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;373;03/04/2018 10:41;Bomba medidora p/comb.vazão > 100 até 500 L/min.;561177;11980228;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;373;03/04/2018 10:43;Bomba medidora p/comb.vazão > 100 até 500 L/min.;561177;12842375;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 10:57;Bomba medidora p/comb.vazão > 20 até 100 L/min.;555143;10823981;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;373;03/04/2018 11:06;Bomba medidora p/comb.vazão > 100 até 500 L/min.;561175;11284693;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:08;Bomba medidora p/comb.vazão > 20 até 100 L/min.;555143;10823982;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:13;Bomba medidora p/comb.vazão > 20 até 100 L/min.;108409;11284697;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:21;Bomba medidora p/comb.vazão > 20 até 100 L/min.;108409;11284696;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:27;Bomba medidora p/comb.vazão > 20 até 100 L/min.;108005;10745844;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:31;Bomba medidora p/comb.vazão > 20 até 100 L/min.;108005;10745845;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:33;Bomba medidora p/comb.vazão > 20 até 100 L/min.;108005;10745841;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
03/04/2018;1846361;Periódica;493;MARCELO DE ALMEIDA E SILVA;2033;ANDRE LUIZ PEREIRA DE MORAES;1357512;POSTO DOM PEDRO DE GUARATINGUETA;20415295;372;03/04/2018 11:37;Bomba medidora p/comb.vazão > 20 até 100 L/min.;108005;10745842;BOMBAS MEDIDORAS;20415295;Aprovado; PRESIDENTE DUTRA, S/N - VILA SÃO JOSÉ - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
