DATAVERIFICACAO;RLD_ID;SERVIÇO;IDFISCAL;FISCAL;IDMOTORISTA;MOTORISTA;COD_PROPR;NOMEFANTASIA;NR_CGC_INDICE;CODITEM;DT_HORA_VERIF;DESC_ITEM;NR_SERIE;NR_INMETRO;ESPECIE;INDICEDOC;RESULTADO;ENDERECO_COMPLETO;REGIONAL
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 10:20;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;12842380;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 10:30;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;12842381;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 10:36;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;12842378;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 10:40;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;12842379;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 10:50;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;12842377;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 10:58;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;12842382;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:14;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27990912;12842388;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:18;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27990912;12842387;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:28;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27990912;12842384;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:30;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27990912;12842383;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:39;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27990912;12842385;BOMBAS MEDIDORAS;16780200;Reprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:40;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27990912;12842386;BOMBAS MEDIDORAS;16780200;Reprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:44;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27650912;10745337;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:45;Bomba medidora p/comb.vazão > 20 até 100 L/min.;28000912;10022623;BOMBAS MEDIDORAS;16780200;Excluído; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:47;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27650912;10745338;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 11:56;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27650912;10745339;BOMBAS MEDIDORAS;16780200;Aprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 12:07;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27650912;10745341;BOMBAS MEDIDORAS;16780200;Reprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 12:11;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27650912;10745342;BOMBAS MEDIDORAS;16780200;Reprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;373;01/03/2018 13:44;Bomba medidora p/comb.vazão > 100 até 500 L/min.;625080;12776271;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;373;01/03/2018 13:45;Bomba medidora p/comb.vazão > 100 até 500 L/min.;625080;12776272;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;373;01/03/2018 13:58;Bomba medidora p/comb.vazão > 100 até 500 L/min.;625081;12776273;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;373;01/03/2018 14:07;Bomba medidora p/comb.vazão > 100 até 500 L/min.;625081;12776274;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:11;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131739;12842395;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:13;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131739;12842396;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:15;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131739;12842397;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:17;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131739;12842398;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:25;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131739;12842399;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:27;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131739;12842400;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:34;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131741;6364322;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:38;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131741;6364323;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:47;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131741;6364324;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:51;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131741;6364325;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 14:55;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131741;6364320;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:05;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131740;12842390;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:08;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131740;12842391;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:11;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131740;12842393;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:15;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131740;12842394;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:17;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131740;12842389;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:23;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131715;472445;BOMBAS MEDIDORAS;48542377;Excluído; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:23;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131715;472446;BOMBAS MEDIDORAS;48542377;Excluído; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:23;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131716;10746239;BOMBAS MEDIDORAS;48542377;Excluído; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:23;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131716;10746240;BOMBAS MEDIDORAS;48542377;Excluído; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:49;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131741;6364321;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;279818;AUTO POSTO SÃO BENEDITO;48542377;372;01/03/2018 15:56;Bomba medidora p/comb.vazão > 20 até 100 L/min.;131740;12842392;BOMBAS MEDIDORAS;48542377;Aprovado; PRESIDENTE DUTRA, S/N - CENTRO - GUARATINGUETÁ - CEP: 12522640;SÃO JOSÉ DOS CAMPOS
01/03/2018;1841791;Periódica;472;ALEXANDRE ABREU FONSECA;1697;PAULO ROBERTO DIAS RAMOS;1205301;POSTO DOM PEDRO GUARA URBANO;16780200;372;01/03/2018 16:19;Bomba medidora p/comb.vazão > 20 até 100 L/min.;27650912;10745340;BOMBAS MEDIDORAS;16780200;Reprovado; COMENDADOR RODRIGUES ALVES, 375 - CENTRO - GUARATINGUETÁ - CEP: 12500010;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 09:29;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2834;13292624;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 09:35;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2834;13292623;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 09:45;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2834;13292625;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 09:58;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2834;13292626;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 10:11;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2836;13292638;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 10:20;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2836;13292637;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 10:27;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2836;13292635;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 10:40;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2836;13292636;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 10:50;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2837;13292628;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 10:59;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2837;13292627;BOMBAS MEDIDORAS;3987303;Reprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1864513;Periódica;411;JOSE ETORE DE CONTI;1697;PAULO ROBERTO DIAS RAMOS;265208;POSTO BRIET;56150907;372;01/08/2018 11:07;Bomba medidora p/comb.vazão > 20 até 100 L/min.;CI 2778;5976619;BOMBAS MEDIDORAS;56150907;Aprovado; OSWALDO CRUZ, S/N - BRIETT - SÃO LUIZ DO PARAITINGA - CEP: 12140000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1864513;Periódica;411;JOSE ETORE DE CONTI;1697;PAULO ROBERTO DIAS RAMOS;265208;POSTO BRIET;56150907;372;01/08/2018 11:11;Bomba medidora p/comb.vazão > 20 até 100 L/min.;CI 2778;5976618;BOMBAS MEDIDORAS;56150907;Aprovado; OSWALDO CRUZ, S/N - BRIETT - SÃO LUIZ DO PARAITINGA - CEP: 12140000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1863682;Periódica;474;FLAVIO DOS SANTOS PEREIRA DUTRA;1790;REGINALDO TOLEDO RAMOS;270581;AUTO POSTO FARAO;3987303;372;01/08/2018 11:13;Bomba medidora p/comb.vazão > 20 até 100 L/min.;2837;13292629;BOMBAS MEDIDORAS;3987303;Aprovado; ITAGUAÇÚ, 4020 - PARQUE RESIDENCIAL ITAGUASSU - APARECIDA - CEP: 12570000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1864513;Periódica;411;JOSE ETORE DE CONTI;1697;PAULO ROBERTO DIAS RAMOS;265208;POSTO BRIET;56150907;372;01/08/2018 11:16;Bomba medidora p/comb.vazão > 20 até 100 L/min.;GL 4432;5976622;BOMBAS MEDIDORAS;56150907;Aprovado; OSWALDO CRUZ, S/N - BRIETT - SÃO LUIZ DO PARAITINGA - CEP: 12140000;SÃO JOSÉ DOS CAMPOS
01/08/2018;1864513;Periódica;411;JOSE ETORE DE CONTI;1697;PAULO ROBERTO DIAS RAMOS;265208;POSTO BRIET;56150907;372;01/08/2018 11:19;Bomba medidora p/comb.vazão > 20 até 100 L/min.;GL 4432;5976621;BOMBAS MEDIDORAS;56150907;Aprovado; OSWALDO CRUZ, S/N - BRIETT - SÃO LUIZ DO PARAITINGA - CEP: 12140000;SÃO JOSÉ DOS CAMPOS
